序號,統一編號,公司名稱,公司所在地,代表人,資本額,核准設立日期
1679,50872825,信文濤股份有限公司,臺北市大安區敦化南路2段77號16樓之1,畢人文,40000000,1070914
1680,50872830,午集創意有限公司,臺北市大同區承德路3段287-2號,劉妍伶,300000,1070914
1681,50872846,裕禾投資有限公司,臺北市大安區忠孝東路3段303號2樓之2,王怡絜,100000,1070917
1682,50872851,台灣慕藤光科技有限公司,臺北市大安區和平東路3段308巷68號,柯主旗,3000000,1070914
1683,50872867,萬寶泓國際股份有限公司,臺北市大同區承德路3段123號1樓,張世泓,26050000,1070918
1684,50872872,玉聲生物科技有限公司,臺北市信義區永吉路120巷80弄4號3樓,李夢淑,100000,1070914
1685,50872888,凱地有限公司,臺北市內湖區內湖路2段263巷21弄3號,王昭凱,100000,1070917
1686,50872894,富航人力資源管理顧問有限公司,臺北市中山區建國北路2段147號6樓之3,黃惠英,1000000,1070914
1687,50872901,綠光花園有限公司,臺北市松山區健康路162號之1、3樓,徐培欣,700000,1070914
1688,50872917,權創國際有限公司,臺北市松山區復興北路57號2樓之1,曾文彥,5000000,1070914
1689,50872923,子子資本創業投資有限公司,臺北市中山區南京東路2段160號6樓,林子揚,3000000,1070914
1690,50872938,烏托邦顧問有限公司,臺北市士林區華齡街185巷10號4樓,游思嫺,1000000,1070914
1691,50872959,正新環保企業有限公司,臺北市中山區北安路726之2號,洪銓璟,1000000,1070914
1692,50872965,圓道文化事業有限公司,臺北市松山區敦化北路153之31號10樓B室,林弘仁,499000,1070914
1693,50872970,饗印實業有限公司,臺北市信義區基隆路1段366號,謝義德,5000000,1070914
1694,50872986,盞酌有限公司,臺北市中山區新生北路2段17巷1號,涂志豪,5000000,1070914
1695,50872992,承庭餐飲管理顧問有限公司,臺北市中山區南京西路1之1號6樓,韓峰鈺,1000000,1070914
1696,50873009,天地遊戲國際有限公司,臺北市內湖區內湖路1段68號10樓,陳俊宇,2001000,1070914
1697,50873015,勝豐園藝有限公司,臺北市信義區崇德街206巷1號2樓,吳世雄,1000000,1070914
1698,50873021,阿拉摩國際有限公司,臺北市中山區松江路204巷2號5樓,邱百顗,1000000,1070914
1699,50873036,品富娛樂事業有限公司,臺北市大安區復興南路1段126巷1號2樓之23,洛德克 (SLEPICKA RADEK),1000000,1070917
1700,50873042,鴻昌醫療器材有限公司,臺北市大安區羅斯福路3段335號9樓之3,李宗霖,1000000,1070917
1701,50873057,燁嶸建築開發股份有限公司,臺北市大安區基隆路2段164號6樓之2,張仲可,5000000,1070914
1702,50873063,以禾規劃設計有限公司,臺北市大安區敦化南路2段168號10樓,陳葦庭,300000,1070914
1703,50873078,明洞餐飲有限公司,臺北市大安區大安路1段80號地下,劉永恒,2000000,1070914
1704,50873090,旭颺貿易有限公司,臺北市中山區長春路33號,林中群,500000,1070914
1705,50873107,台灣顧雲股份有限公司,臺北市中正區衡陽路51號5樓之10,勞嘉舜,500000,1070914
1706,50873113,澄芯文創影業有限公司,臺北市大同區承德路2段83之2號,范云杰,250000,1070914
1707,50873129,榮陽四股份有限公司,臺北市大安區敦化南路2段63巷65號14樓,張嘉緯,10000,1070917
1708,50873134,孔子思想數位科技有限公司,臺北市大安區敦化南路2段180號9樓,吳雨璇,500000,1070917
1709,50873140,就是買股份有限公司,臺北市信義區松山路465巷29弄12號,蕭艷茹,1428571,1070917
1710,50873155,精琳投資有限公司,臺北市信義區忠孝東路5段1之3號10樓,王宇晨,1000000,1070917
1711,50873161,慧瀛有限公司,臺北市內湖區民權東路6段16之1號2樓,吳姿瑩,500000,1070917
1712,50873176,萬富盛全球投資股份有限公司,臺北市大同區承德路3段123號1樓,張世明,28899000,1070917
1713,50873182,日寰國際藝術有限公司,臺北市信義區基隆路1段141號13樓之3,張雅晴,1000000,1070917
1714,50873198,優科光電有限公司,臺北市北投區中央南路2段12之25號6樓,李國榮,500000,1070917
1715,50873205,瑞鑫光能有限公司,臺北市信義區虎林街239號,陳佳蕙,100000,1070917
1716,50873211,瑞光光能有限公司,臺北市萬華區國興路84號6樓之1,陳佳蕙,100000,1070917
1717,50873232,蒞靚有限公司,臺北市信義區忠孝東路5段1之1號12樓,林嘉珍,120000,1070917
1718,50873248,應對視覺形象整合有限公司,臺北市大安區敦化南路2段182號19樓,綦振翔,1000000,1070917
1719,50873253,普亞登國際有限公司,臺北市中正區館前路8號7樓,廖文傑,1000000,1070917
1720,50873269,奕凱國際有限公司,臺北市信義區忠孝東路5段524巷3弄23號,邵奕凱,1000000,1070917
1721,50873274,大吉大利影業國際有限公司,臺北市大安區基隆路2段136號9樓,易佳惠,263756,1070917
1722,50873280,德全有限公司,臺北市信義區松德路65號11樓之2,陳美諭,20000,1070917
1723,50873296,富芝康有限公司,臺北市信義區松山路171巷1號,林君穎,100000,1070917
1724,50873303,家富勝股份有限公司,臺北市士林區中山北路5段625號,李怡香,5000000,1070917
1725,50873325,台灣泰恩國際貿易有限公司,臺北市中正區重慶南路1段10號8樓之15,趙曉怡,500000,1070917
1726,50873330,亞思品牌顧問有限公司,臺北市文山區辛亥路6段67號4樓,吳月霞,300000,1070918
1727,50873346,萬寶全球開發股份有限公司,臺北市大同區承德路3段123號1樓,張世霖,26161000,1070918
1728,50873351,申雷有限公司,臺北市內湖區民權東路6段180巷6號9樓之9、9樓之10,張述全,5000000,1070917
1729,50873367,通用金屬有限公司,臺北市大安區通安街117號,趙光漢,1000000,1070917
1730,50873372,采億資產有限公司,臺北市內湖區康寧路3段103之1號1樓,林晏瑜,2000000,1070918
1731,50873388,巨洋科技股份有限公司,臺北市大安區忠孝東路299號11樓之1,陳韋霖,2000000,1070917
1732,50873394,恆豐國際電子有限公司,臺北市大安區基隆路2段136號9樓,陳俊宇,500000,1070917
1733,50873401,嘉妍有限公司,臺北市大同區赤峰街71巷4號2樓,施吟薇,1000000,1070917
1734,50873417,盛宇數位行銷有限公司,臺北市信義區基隆路1段163號5樓,王帝鈞,500000,1070917
1735,50873423,亞太金國際投資控股有限公司,臺北市中正區鎮江街5號6樓,韓邦琨,200000,1070917
1736,50873438,采賦科技股份有限公司,臺北市北投區行義路170巷5之1號2樓,胡智深,1000000,1070918
1737,50873459,輝明投資股份有限公司,臺北市中山區松江路369號7樓,楊嘉齡,1000000,1070918
1738,50873465,夏和股份有限公司,臺北市大安區八德路2段3號1樓,廖培凱,100000,1070917
1739,50873470,宇崧投資有限公司,臺北市萬華區國興路84號6樓之1,楊志中,5000000,1070917
1740,50873486,星宇室內裝修設計工程有限公司,臺北市大安區樂業街41巷22號,洪志羽,300000,1070917
1741,50873492,聯碩數據有限公司,臺北市中山區農安街2巷20號之7,莊東碩,30000,1070918
1742,50873508,台灣博多國際實業發展有限公司,臺北市中山區遼寧街199巷7號,俞彤,61000000,1070919
1743,50873514,中華置地開發股份有限公司,臺北市松山區民生東路3段129號9樓,劉禹策,1000000,1070918
1744,50873520,茁育科教有限公司,臺北市松山區八德路4段72巷16弄1號1樓,劉志洪,500000,1070918
1745,50873535,江將有限公司,臺北市內湖區瑞湖街103號3樓之2,吳昆琪,1000000,1070918
1746,50873541,江米有限公司,臺北市內湖區瑞湖街103號3樓之2,吳昆琪,1000000,1070918
1747,50873556,江淮有限公司,臺北市內湖區瑞湖街103號3樓之2,吳昆琪,1000000,1070918
1748,50873562,圓康運動顧問股份有限公司,臺北市中山區中山北路2段45巷5號6樓,賴志欽,5500000,1070918
1749,50873577,江妍有限公司,臺北市內湖區瑞湖街103號3樓之2,吳昆琪,1000000,1070918
1750,50873583,江南興業有限公司,臺北市內湖區瑞湖街103號3樓之2,吳昆琪,1000000,1070918
1751,50873599,江三有限公司,臺北市內湖區瑞湖街103號3樓之2,吳昆琪,1000000,1070918
1752,50873606,江西有限公司,臺北市內湖區瑞湖街103號3樓之2,吳昆琪,1000000,1070918
1753,50873612,江春開發有限公司,臺北市內湖區瑞湖街103號3樓之2,吳昆琪,1000000,1070918
1754,50873628,江虎有限公司,臺北市內湖區瑞湖街103號3樓之2,吳昆琪,1000000,1070918
1755,50873633,江州有限公司,臺北市內湖區瑞湖街103號3樓之2,吳昆琪,1000000,1070918
1756,50873649,江北有限公司,臺北市內湖區瑞湖街103號3樓之2,吳昆琪,1000000,1070918
1757,50873654,江豹有限公司,臺北市內湖區瑞湖街103號3樓之2,吳昆琪,1000000,1070918
1758,50873660,江華開發有限公司,臺北市內湖區瑞湖街103號3樓之2,吳昆琪,1000000,1070918
1759,50873675,江夏有限公司,臺北市內湖區瑞湖街103號3樓之2,吳昆琪,1000000,1070918
1760,50873681,江冬有限公司,臺北市內湖區瑞湖街103號3樓之2,吳昆琪,1000000,1070918
1761,50873697,江台有限公司,臺北市內湖區瑞湖街103號3樓之2,吳昆琪,1000000,1070918
1762,50873704,江東有限公司,臺北市內湖區瑞湖街103號3樓之2,吳昆琪,1000000,1070918
1763,50873710,江秋有限公司,臺北市內湖區瑞湖街103號3樓之2,吳昆琪,1000000,1070918
1764,50873726,時勢股份有限公司,臺北市松山區八德路4段656號4樓,蕭永昇,3000000,1070918
1765,50873731,江中有限公司,臺北市內湖區瑞湖街103號3樓之2,吳昆琪,1000000,1070918
1766,50873747,藍海國際商務有限公司,臺北市松山區復興北路331號6樓,蔣玉敏,1000000,1070918
1767,50873752,山峸製作設計有限公司,臺北市中山區中山北路2段59巷45號5樓之5,袁浩程,100000,1070918
1768,50873768,薪僑貿易有限公司,臺北市士林區延平北路8段2巷71號,陳林發,1200000,1070918
1769,50873773,歆澄有限公司,臺北市中山區松江路78巷6之1號,黃禹瑄,1000000,1070918
1770,50873789,晟熹有限公司,臺北市大安區仁愛路4段101號3樓,吳昀,50000,1070918
1771,50873802,昌平商店有限公司,臺北市大安區忠孝東路4段147巷1號5樓,木村昌平,150000,1070918
1772,50873818,自主人生有限公司,臺北市中正區忠孝西路1段41號4樓之11,薛德明(SEIFERT DOMINIK),610767,1070918
1773,50873839,名生物聯網科技股份有限公司,臺北市中山區民權西路35號10樓,胡勝凱,500000,1070918
1774,50873845,柏任綜合開發有限公司,臺北市松山區敦化北路167號4樓,林柏仁,1000000,1070918
1775,50873850,雲協全線智能科技股份有限公司,臺北市信義區基隆路1段400號9樓之2,趙金山,3000000,1070918
1776,50873866,神川有限公司,臺北市士林區承德路4段126號3樓,楊承憲,10000,1070918
1777,50873871,震謙有限公司,臺北市中山區市民大道3段133號,黃陳根,1000000,1070918
1778,50873887,亞敍溝通有限公司,臺北市中山區中山北路2段16巷25號4樓之3,鄭啓明,100000,1070918
1779,50873893,艾斯奢侈品事業有限公司,臺北市大安區復興南路2段237號13樓,邱俞僑,200000,1070918
1780,50873916,永睿基系統整合有限公司,臺北市內湖區民權東路6段296巷121號地下,李享洲,5000000,1070918
1781,50873922,嘉崎人智有限公司,臺北市大安區忠孝東路4段221號10樓,胡加璿,1000000,1070918
1782,50873937,鴻光事務機器有限公司,臺北市中山區中原路22號6樓之3,倪慧蓮,500000,1070918
1783,50873943,核果股份有限公司,臺北市松山區南京東路4段130號2樓之1,連文秀,100000,1070919
1784,50873958,芳水有限公司,臺北市文山區樟新街56巷3號7樓,林玫芳,200000,1070918
1785,50873964,一豪股份有限公司,臺北市松山區敦化北路155巷12號1樓,陳俊豪,3500000,1070918
1786,50873979,酶希清潔有限公司,臺北市中山區南京東路3段189號8樓,石昱宸,200000,1070918
1787,50873985,飲拿一股份有限公司,臺北市大安區大安路1段51巷21號,閻世雄,1000000,1070918
1788,50873991,元禾華有限公司,臺北市大安區敦化南路2段164號10樓,徐曉華,1000000,1070919
1789,50874008,新微媒體設計有限公司,臺北市士林區美崙街84巷17號2樓,賴志豪,200000,1070918
1790,50874014,久合星國際有限公司,臺北市士林區中正路337號4樓,林彥㚬,20000000,1070919
1791,50874020,別緻餐飲股份有限公司,臺北市大安區瑞安街71巷5弄2號1樓,蕭瑋旻,200000,1070918
1792,50874035,福秀國際有限公司,臺北市松山區八德路4段123號2樓之2,周國棟,5000000,1070919
1793,50874041,恒辰能源有限公司,臺北市內湖區民善街85號2樓,陳建宏,2000000,1070918
1794,50874056,作一室內裝修設計有限公司,臺北市萬華區康定路99號5樓,王德權,500000,1070918
1795,50874062,漢和唐生技股份有限公司,臺北市信義區文昌街316號13樓之6,張歐,3000000,1070918
1796,50874077,吉特樂有限公司,臺北市文山區羅斯福路5段218巷38弄14號,黃彥文,2500000,1070918
1797,50874083,邦邦科技有限公司,臺北市中正區漢口街1段110號9樓之13,陳肇麟,600000,1070919
1798,50874099,任閎有限公司,臺北市中山區南京東路3段201號7樓之3,陳廷安,28000000,1070918
1799,50874106,凱凌餐飲有限公司,臺北市松山區延壽街333號,劉雯凌,500000,1070918
1800,50874112,平衡訓練有限公司,臺北市大同區雙連街53巷14號,吳偉偉,200000,1070918
1801,50874128,和美佳食品有限公司,臺北市中山區龍江路328巷5號,康仕翰,1000000,1070918
1802,50874133,凱譽貿易有限公司,臺北市大安區忠孝東路4段221號10樓,鄭士邦,500000,1070918
1803,50874149,群聚產業有限公司,臺北市中山區長安東路2段67號4樓,陳世杰,100000,1070919
1804,50874154,京東食創有限公司,臺北市中山區雙城街19巷8號3樓之1,彭雅君,250000,1070919
1805,50874160,葛萊恩行銷顧問有限公司,臺北市松山區南京東路4段164號9樓之2,温織華,1000000,1070919
1806,50874175,厚策思維有限公司,臺北市松山區南京東路4段197號7樓,童儀展,1000000,1070919
1807,50874181,芊沛生醫有限公司,臺北市中山區中山北路3段26號2樓之3,王子喬,200000,1070919
1808,50874197,詩丹秀股份有限公司,臺北市大安區仁愛路4段25之1號5樓,章修綱,50000,1070919
1809,50874204,艾柏特科技股份有限公司,臺北市中山區松江路65號6樓,彭偉倫,560000,1070919
1810,50874210,放感情文創有限公司,臺北市信義區基隆路1段111號8樓,陳鋒陽,100000,1070919
1811,50874226,裕展財經資訊有限公司,臺北市中山區新生北路3段82號7樓之3,張鎧麟,100000,1070919
1812,50874231,智遊通有限公司,臺北市松山區敦化北路168號15樓,羅伯特．約翰‧ 迪萊克 (Robert John Dzielak),250000,1070919
1813,50874247,森信實業有限公司,臺北市內湖區金莊路100號11樓之2,邱明宏,5000000,1070919
1814,50874252,王者管理顧問有限公司,臺北市大安區忠孝東路4段221號10樓,蔡上恩,500000,1070919
1815,50874268,翊展四季餐飲有限公司,臺北市信義區崇德街2號,邱翊婷,300000,1070919
1816,50874273,睿客特國際有限公司,臺北市松山區復興南路1段27號5樓之2,黃英凱,100000,1070919
1817,50874289,麥吉有限公司,臺北市大安區大安路1段51巷16號,范牧群,3750000,1070919
1818,50874295,元定製作娛樂有限公司,臺北市松山區民權東路3段178號8樓,譚惟元,800000,1070919
1819,50874302,九威貿易有限公司,臺北市中正區北平東路20號9樓之1,吳洪鑄,500000,1070919
1820,50874318,新祺國際貿易有限公司,臺北市中山區南京東路1段34號7樓,彭紹齊,300000,1070920
1821,50874324,毛奇有限公司,臺北市信義區基隆路2段149之49號8樓之3,魏廷達,500000,1070919
1822,50874339,墨沺有限公司,臺北市中山區松江路43號9樓,陳琬菁,1000000,1070920
1823,50874345,台灣鹿角巷國際實業有限公司,臺北市內湖區行善路9號5樓,黃耀東,200000,1070919
1824,50874350,鵬展創投國際股份有限公司,臺北市大安區忠孝東路4段148號7樓,陳知新,11000,1070919
1825,50874366,安能國際科技股份有限公司,臺北市士林區至善路2段121號4樓,林伯雄,500000,1070919
1826,50874371,顧盛有限公司,臺北市大同區市民大道1段209號11樓,李淑珠,1000000,1070919
1827,50874387,妤安有限公司,臺北市大安區忠孝東路4段233號10樓之11,王詠蓁,1000000,1070919
1828,50874393,耀祥企業管理咨詢有限公司,臺北市萬華區莒光路291號1號,王明睿,100000,1070919
1829,50874507,藝家科技股份有限公司,臺北市大同區民權西路136號16樓之4,蔡元明,200000,1070919
1830,50874529,安德岩信有限公司,臺北市文山區木柵路4段9巷16號13樓,吳宏一,200000,1070919
1831,50874540,立智科技股份有限公司,臺北市大安區敦化南路2段182號12樓,朱沛惠,16000000,1070920
1832,50874555,衣智貿易有限公司,臺北市大同區承德路1段46號3樓,都吉安,500000,1070919
1833,50874561,古絡絲國際有限公司,臺北市中山區南京東路2段36號7樓,吳俊德,1000000,1070919
1834,50874576,長品有限公司,臺北市士林區葫蘆街132號2樓,劉佳旺,300000,1070919
1835,50874582,能拇科技有限公司,臺北市大安區安和路2段92號地下1樓,方映涵,2000000,1070919
1836,50874598,玖卓科技股份有限公司,臺北市大安區新生南路1段161巷5之4號1樓,許家煥,2000000,1070921
1837,50874605,蜜酪香股份有限公司,臺北市信義區忠孝東路5段71巷38號1樓,范牧群,5000000,1070920
1838,50874611,大翰投資有限公司,臺北市中正區忠孝東路1段76號10樓之1,方翰文,10100000,1070920
1839,50874627,酷比特有限公司,臺北市大同區華陰街91號11樓之2,王雍,100000,1070920
1840,50874632,秉尚投資有限公司,臺北市松山區八德路3段212號8樓,謝承家,888888,1070920
1841,50874648,晴靖國際有限公司,臺北市松山區南京東路5段251巷24弄20之1號2樓,陳文德,500000,1070920
1842,50874653,美妮國際投資有限公司,臺北市北投區大業路160號5樓,林妮蓁,1000000,1070920
1843,50874669,懷聃有限公司,臺北市中正區忠孝西路1段50號22樓之17,韓玉齡,650000,1070920
1844,50874674,領先不動產租賃有限公司,臺北市萬華區武昌街2段50巷20號5樓之5,林麗珠,500000,1070920
1845,50874680,昇寶國際美業有限公司,臺北市萬華區和平西路3段190號1樓,李家緯,1000000,1070920
1846,50874696,大新事業有限公司,臺北市中山區錦州街46號9樓之1,呂貴茹,1000000,1070920
1847,50874703,好食易有限公司,臺北市大安區安和路1段21巷17號1樓,吳王麗娟,1500000,1070920
1848,50874719,杰儒教育諮詢有限公司,臺北市中山區民權東路3段2之1號15樓,王俊傑,300000,1070920
1849,50874725,古云室內裝修設計有限公司,臺北市大同區重慶北路2段114巷23號,吳佳佳,100000,1070920
1850,50874730,若隱管理顧問有限公司,臺北市中正區新生南路1段168之8號1樓,盧炳勳,500000,1070920
1851,50874751,鑫創行銷有限公司,臺北市中山區民生東路2段143號11樓,温慕垚,200000,1070920
1852,50874767,寶藝印刷股份有限公司,臺北市信義區信義路4段415號12樓,蔡信夫,29200000,1070921
1853,50874772,酒酒肉肉顧問有限公司,臺北市萬華區西寧南路102巷5號1樓,張志杰,1000000,1070920
1854,50874788,泳利貿易有限公司,臺北市中山區復興南路1段36號3樓,周睿威,3000000,1070920
1855,50874794,瀚翔精醫有限公司,臺北市松山區南京東路4段130號2樓之1,林志昌,200000,1070920
1856,50874801,弘孝有限公司,臺北市大安區和平東路3段63號8樓,張竣哲,500000,1070920
1857,50874817,謙商旅路境股份有限公司,臺北市中山區林森北路107巷10號1樓,鄧湘齡,25000000,1070920
1858,50874823,尚飲食品有限公司,臺北市中山區雙城街19巷12號,楊曜銘,100000,1070920
1859,50874838,芊姿美國際有限公司,臺北市大安區羅斯福路3段29號6樓,陳冠廷,33800,1070920
1860,50874859,悅美國際有限公司,臺北市信義區基隆路1段141號11樓之6,王富珍,1000000,1070921
1861,50874865,寀富有限公司,臺北市內湖區內湖路1段91巷56號2樓,陳如淳,516888,1070920
1862,50874870,川和發有限公司,臺北市文山區下崙路29之1號2樓,徐榮華,1000000,1070920
1863,50874886,文饌冷鮮有限公司,臺北市文山區辛亥路4段101巷23弄4號,邵彥傑,550000,1070920
1864,50874892,忠岳國際貿易有限公司,臺北市中山區新生北路2段41巷11之1號,胡仕忠,100000,1070920
1865,50874909,亞禾室內裝修有限公司,臺北市文山區興隆路1段55巷13號,黃心亞,200000,1070920
1866,50874915,翻滾毛孩有限公司,臺北市中山區市民大道3段33號2樓,吳濟行,1000000,1070920
1867,50874921,喜事旺有限公司,臺北市士林區忠誠路1段100巷15弄5號14樓,汪光磊,250000,1070921
1868,50874936,尚易達國際貿易有限公司,臺北市大安區復興南路1段126巷1號2樓之3,張佑銘,1000000,1070920
1869,50874942,樂詣數位科技股份有限公司,臺北市中正區重慶南路1段121號3樓之6,馬可欣,500000,1070920
1870,50874957,開煌資本股份有限公司,臺北市中山區建國北路1段156號8樓,陳寬聰,3000000,1070920
1871,50874963,麥格企業有限公司,臺北市中正區博愛路130號7樓之2,歐陽萱,300000,1070920
1872,50874978,如果樹股份有限公司,臺北市南港區成功路1段16號2樓,張榮倫,1000000,1070920
1873,50874984,嘉必宏有限公司,臺北市萬華區民和街26之1號,簡敬晏,5000000,1070920
1874,50874990,柏林人事業有限公司,臺北市萬華區中華路2段90號,蔡玫芳,100000,1070920
1875,50875007,儒二飲食有限公司,臺北市文山區羅斯福路5段92巷8號1樓,呂尚儒,500000,1070920
1876,50875013,高葆投資有限公司,臺北市大安區忠孝東路4段166號10樓,陳志敏,6600000,1070920
1877,50875029,任真美好有限公司,臺北市中山區建國北路1段41號11樓之1,任明廷,3000000,1070920
1878,50875034,喬醫健康事業有限公司,臺北市大安區通化街140巷17號1樓,胡雅婷,200000,1070920
1879,50875040,雋品建設股份有限公司,臺北市松山區八德路4段650號7樓之19,簡順章,12000000,1070920
1880,50875055,顯聖國際貿易有限公司,臺北市中山區農安街40號9樓,劉軍顯,1000000,1070920
1881,50875061,加創數位有限公司,臺北市信義區基隆路1段141號13樓之3,黃仁道,2000000,1070920
1882,50875076,思創構股份有限公司,臺北市大安區和平東路1段177之4號3樓,方柏人,3500000,1070920
1883,50875082,瑞記海南雞飯有限公司,臺北市信義區永吉路30巷145號1樓,劉穗京,500000,1070920
1884,50875105,合聖發投資有限公司,臺北市松山區敦化北路167號9樓,林柏源,10000000,1070920
1885,50875111,大生活物聯網股份有限公司,臺北市大安區復興南路1段133之1號5樓,黃志賢,1000000,1070921
1886,50875127,圖夏次國際事業有限公司,臺北市中山區中山北路3段28號4樓之8,湯育存,100000,1070920
1887,50875132,金鴻運科技股份有限公司,臺北市士林區士商路133號12樓,何子翊,100000,1070921
1888,50875148,恆勝酒業有限公司,臺北市士林區忠誠路2段154巷27號4樓,廖寅煖,5000000,1070921
1889,50875153,遠喬國際有限公司,臺北市士林區士東路46巷9之1號4樓,吳佳芸,2000000,1070921
1890,50875169,瞻新資訊有限公司,臺北市中山區中山北路2段79號11樓,張安邦,50000,1070921
1891,50875174,張羅有限公司,臺北市中正區忠孝西路1段50號14樓之24,張婕,2000000,1070921
1892,50875180,環球國際科技認證服務有限公司,臺北市大安區和平東路1段10號9樓,陳德寶,500000,1070921
1893,50875196,安德有限公司,臺北市中正區青島西路11號2樓,羅智仁,1000000,1070921
1894,50875203,星宇娛樂事業有限公司,臺北市內湖區陽光街345巷12號4樓,劉威凱,1000000,1070921
1895,50875219,有搞頭娛樂股份有限公司,臺北市信義區基隆路1段155號8樓之8,黃榆鈞,400000,1070921
1896,50875230,聖桓實業有限公司,臺北市中正區館前路6號6樓,詹劍崙,7000000,1070921
1897,50875246,艾嫚有限公司,臺北市內湖區瑞光路513巷22弄5號8樓之3,李舜雯,5000000,1070921
1898,50875251,威競國際有限公司,臺北市北投區裕民二路43號13樓之3,周淑婷,1000000,1070921
1899,50875267,一一遊戲有限公司,臺北市大安區臥龍街1號11樓、11樓之1,ER YA WANG,1500000,1070925
1900,50875272,建善科技有限公司,臺北市大安區忠孝東路3段303號2樓之2,徐建功,288888,1070921
1901,50875288,恆豐企業管理顧問有限公司,臺北市大安區信義路4段265巷5弄10號,徐斌修,200000,1070921
1902,50875294,鵬騫工程有限公司,臺北市北投區知行路235巷6號,陳玟樺,1000000,1070921
1903,50875301,艾爾斯國際文教有限公司,臺北市大安區忠孝東路4段206號5樓,黃健哲,1000000,1070925
1904,50875317,比翼新生醫創業投資股份有限公司,臺北市南港區成功路1段32號9樓之3,周神安,12501000,1070921
1905,50875323,城諾智能有限公司,臺北市松山區敦化北路145巷9號2樓,林品芝,500000,1070921
1906,50875338,德曜企業有限公司,臺北市內湖區金龍路13巷7號1樓,曾子安,800000,1070921
1907,50875359,禾橙國際室內裝修工程有限公司,臺北市北投區義理街15號,陳仁傑,200000,1070921
1908,50875365,齊禾好好有限公司,臺北市松山區八德路4段245巷32弄20號,洪培涵,1500000,1070921
1909,50875370,天陽綠能有限公司,臺北市萬華區環河南路1段63號7樓,王苗菁,500000,1070921
1910,50875386,水利方餐飲實業有限公司,臺北市松山區光復南路17巷5號5樓,桑淑美,600000,1070921
1911,50875392,透識科技有限公司,臺北市中山區長安東路2段169號2樓之1,曾縉,100000,1070921
1912,50875409,域場空間設計有限公司,臺北市內湖區陽光街321巷36號,李俊平,5000000,1070921
1913,50875415,昀元科技有限公司,臺北市南港區南港路3段95號,陳淑貞,5000000,1070921
1914,50875421,吾戥教育有限公司,臺北市大同區寧夏路155號7樓,王慕羽,600000,1070925
1915,50875436,永久娛樂有限公司,臺北市中正區羅斯福路4段138號1樓,楊承熹,240000,1070921
1916,50875457,凌云車業有限公司,臺北市大安區忠孝東路3段303號2樓之2,李凌云,1000000,1070921
1917,50875463,佳宏有限公司,臺北市松山區敦化南路1段1號8樓,陳政寬,100000,1070921
1918,50875479,群智實業有限公司,臺北市大安區信義路4段45號10樓之1,張秀琳,2000000,1070925
1919,50875484,創銷國際股份有限公司,臺北市中山區民生東路2段143號11樓,劉一正,1500000,1070921
1920,50875490,實線品牌創意股份有限公司,臺北市松山區民生東路3段128號3樓,陳宗仁,6500000,1070921
1921,50875506,富利旺開發有限公司,臺北市中山區吉林路71號14樓,林新丁,1000000,1070921
1922,50875512,緯翔文化股份有限公司,臺北市中正區重慶南路1段10號8樓之15,王炳雄,1000000,1070925
1923,50875528,瑞光醫務管理顧問股份有限公司,臺北市內湖區瑞光路581之1號,陳瑞聰,50000000,1070921
1924,50875533,陽威國際有限公司,臺北市士林區承德路4段110之1號1樓,葉耀陽,3000000,1070921
1925,50875549,路易奇洗衣股份有限公司,臺北市大安區安和路1段112巷1號1樓,張昆傑,500000,1070921
1926,50875554,商務創新專案管理顧問有限公司,臺北市松山區新東街16巷24號4樓,劉恩榮,300000,1070921
1927,50875560,展市華科技有限公司,臺北市大安區復興南路1段209號4樓,張素華,700000,1070925
1928,50875576,帝弈數位科技有限公司,臺北市中山區松江路87號9樓之1,何漢威,1000000,1070921
1929,50875581,龍十有限公司,臺北市松山區光復南路66巷78號,郭兆棠,500000,1070921
1930,50875597,盈楷有限公司,臺北市大同區承德路3段227號7樓,朱羅仂妘,500000,1070925
1931,50875604,泰豐國際工程顧問有限公司,臺北市大安區信義路3段106號5樓之7,陳濬哲,1000000,1070921
1932,50875610,鈊璍國際整合顧問有限公司,臺北市信義區信義路5段7號37樓,王藍可,500000,1070925
1933,50875626,閣思顧問有限公司,臺北市大安區忠孝東路3段279號2樓,梁安蕙,20000,1070925
1934,50875631,緯勝文化股份有限公司,臺北市信義區基隆路1段155號8樓之8,王炳雄,1000000,1070925
1935,50875647,文晨國際投資股份有限公司,臺北市信義區忠孝東路5段236巷2弄17號4樓,王曉雯,8000000,1070925
1936,50875674,合洋行旅實業有限公司,臺北市中正區忠孝西路1段23號8樓,葉書豪,500000,1070926
1937,50875689,饒河眼鏡有限公司,臺北市松山區塔悠路5號1樓,王榮宏,100000,1070925
1938,50875695,日鉎實業有限公司,臺北市中山區錦州街50號12樓之28,沈美雪,1500000,1070925
1939,50875702,洲荃有限公司,臺北市萬華區國興路84號6樓之1,盧炳洲,2000000,1070925
1940,50875718,鉅合重卡有限公司,臺北市南港區興中路28巷28號17樓之2,曹啟誠,1000000,1070925
1941,50875724,台灣華葳投資有限公司,臺北市中山區建國北路1段15號6樓,邱偲萍,2100000,1070925
1942,50875739,倍世達實業有限公司,臺北市中山區長安東路1段16號10樓之8,王信昌,500000,1070925
1943,50875745,董氏茶葉有限公司,臺北市大安區建國南路1段212巷51號2樓,林佳蓉,350000,1070925
1944,50875750,和頤興業有限公司,臺北市大同區重慶北路3段236巷44弄6號4樓,童群維,1500000,1070925
